Frame,Agent_Type,Agent_ID,X,Y
12,Sheep,2,131.05085760642277,56.18319616334965
12,Sheep,3,120.9928030022287,49.871351759189295
12,Sheep,4,134.28647496164658,50.57196952778963
12,Sheep,5,128.4630377808066,52.07233539127601
12,Sheep,6,107.21345840975367,56.133065543342965
12,Sheep,7,130.47759176965346,54.907487253954955
12,Sheep,8,129.68233851158416,54.471970106864994
12,Sheep,9,129.81623496388212,55.095850330164836
12,Sheep,10,130.49140174823268,54.17913593811134
12,Sheep,11,131.34464743857163,52.471263851931305
12,Sheep,12,130.57407900405764,53.89694021076464
12,Sheep,13,128.96456463391323,38.92165521368362
12,Sheep,14,130.18344081798296,54.20513168157995
12,Sheep,15,118.9311196447498,54.75131687636602
12,Sheep,16,135.09670810663698,57.84085644471332
12,Sheep,17,138.12211883404242,67.751764647652
12,Sheep,18,125.04505922545779,61.874055787705586
12,Sheep,19,124.58554322098419,72.26657465286277
13,Dog,0,71.5811085266129,133.79527073704512
13,Sheep,0,134.34900710582207,59.609719251083675
13,Sheep,1,132.2527158807968,52.38494265515588
13,Sheep,2,130.70094842557248,55.246413545424986
13,Sheep,3,121.90235758429432,50.28693422194514
13,Sheep,4,133.5755451505152,51.27523120578058
13,Sheep,5,129.02493149687677,52.8995436659067
13,Sheep,6,108.20545705818878,56.00682248498696
13,Sheep,7,130.87645994370078,53.99048004171447
13,Sheep,8,128.91139661340299,53.83506618869162
13,Sheep,9,128.82437312093714,55.019877592524004
13,Sheep,10,130.5030065605631,53.55742776696522
13,Sheep,11,130.90634574659168,53.37009068878622
13,Sheep,12,130.60487837486392,52.89741561583764
13,Sheep,13,129.02585641478663,39.91977433022572
13,Sheep,14,129.97744009126663,53.582461590660046
13,Sheep,15,119.92767456144492,54.6683912208008
13,Sheep,16,134.2760036354475,57.26950506586238
13,Sheep,17,137.64003051568932,66.87564288709869
13,Sheep,18,125.61357509675341,61.05138450445817
13,Sheep,19,124.90172970890353,71.31787834866152
14,Dog,0,72.43762934014754,132.81732794936173
14,Sheep,0,133.76027402063949,58.80139282200243
14,Sheep,1,131.57761785064474,53.12266938637164
14,Sheep,2,130.35464037098393,54.308293716939254
14,Sheep,3,122.81784868378263,50.689270320144814
14,Sheep,4,132.85129214580058,51.96476418578027
14,Sheep,5,129.59844198716146,53.71874068113269
14,Sheep,6,109.19623817395119,55.87135518308752
14,Sheep,7,131.25690242816722,53.06567653127877
14,Sheep,8,128.1641781801802,53.184636585908905
14,Sheep,9,127.8585626001866,54.9064372190782
14,Sheep,10,130.50662506971096,52.928584561775814
14,Sheep,11,130.45392147785438,54.26189239863399
14,Sheep,12,130.62534631380137,51.9041096404536
14,Sheep,13,129.08634223297383,40.9179425967675
14,Sheep,14,129.77389334489882,52.95189174414474
14,Sheep,15,120.9228647540936,54.57043807084797
14,Sheep,16,133.46533263409268,56.68400465626441
14,Sheep,17,137.16153730292768,65.99755250785935
14,Sheep,18,126.17167494983848,60.22161172424033
14,Sheep,19,125.21228712070963,70.36732448353419
15,Dog,0,73.29176182376219,131.8372985108068
15,Sheep,0,133.17955338693088,57.98729099515457
15,Sheep,1,130.88500620743318,53.843978715371975
15,Sheep,2,130.01234697780194,53.368701631504635
15,Sheep,3,123.73982715644227,51.07650920250278
15,Sheep,4,132.1117930941759,52.637920376885525
15,Sheep,5,130.18116017099183,54.521879737676954
15,Sheep,6,110.18560492331757,55.72591782546996
15,Sheep,7,131.61332356878992,52.138820749505626
15,Sheep,8,127.45432297382925,52.528193923242995
15,Sheep,9,126.93706630739442,54.752067152737226
15,Sheep,10,130.50103958654205,52.300077901863546
15,Sheep,11,129.99401508136887,55.12712231567265
15,Sheep,12,130.6337484534949,50.93185712945906
15,Sheep,13,129.14597188158484,41.9161623598273
15,Sheep,14,129.57568630615714,52.3208208960031
15,Sheep,15,121.91626611250165,54.455755673292686
15,Sheep,16,132.66610251381738,56.0829810364457
15,Sheep,17,136.68691513203035,65.11736375182109
15,Sheep,18,126.71818190297297,59.38415817970597
15,Sheep,19,125.51682822695156,69.41482605583575
16,Dog,0,74.14341523986603,130.85511397680176
16,Sheep,0,132.60768160833828,57.166949063517535
16,Sheep,1,130.17535443905615,54.541959774049694
16,Sheep,2,129.67458046734046,52.42747274820867
16,Sheep,3,124.66886530834758,51.446490734659456
16,Sheep,4,131.354892526732,53.29144894853305
16,Sheep,5,130.7611565925336,55.287650146544
16,Sheep,6,111.17333080814409,55.56972516793804
16,Sheep,7,131.93738335854655,51.223387165953035
16,Sheep,8,126.79472859430716,51.87319411643373
16,Sheep,9,126.07725312740534,54.55393307455678
16,Sheep,10,130.48523526804908,51.67918090549552
16,Sheep,11,129.53542283425355,55.942677432697764
16,Sheep,12,130.62861728928658,49.994881425173425
16,Sheep,13,129.20473580791696,42.914433444019025
16,Sheep,14,129.3856149117923,51.69647083394185
16,Sheep,15,122.90734319943014,54.322472177117945
16,Sheep,16,131.87992594862166,55.46498058379905
16,Sheep,17,136.2164803443908,64.23492987647953
16,Sheep,18,127.25184273761253,58.53846061046018
16,Sheep,19,125.8149859928736,68.4603102255584
17,Dog,0,74.99249859169619,129.87070681426948
17,Sheep,0,132.04561053072666,56.339861222686636
17,Sheep,1,129.46237412753584,55.19653741542417
17,Sheep,2,129.34227867842696,51.48524196624773
17,Sheep,3,125.60555042153744,51.79666095788756
17,Sheep,4,130.57816992172573,53.92129020962828
17,Sheep,5,131.32661687641996,55.99530018275294
17,Sheep,6,112.15915312412372,55.4019368762927
17,Sheep,7,132.22143040063398,50.33240794212456
17,Sheep,8,126.19731866905256,51.22687827498446
17,Sheep,9,125.29527014826358,54.30988265728355
17,Sheep,10,130.45844255886527,51.072805205502846
17,Sheep,11,129.08696863284797,56.6862152578418
17,Sheep,12,130.60880701258648,49.10649060573314
17,Sheep,13,129.26267617867944,43.912752648717856
17,Sheep,14,129.20635241781164,51.085726571033284
17,Sheep,15,123.89541842510833,54.168505941339504
17,Sheep,16,131.10867086727853,54.82845585935377
17,Sheep,17,135.7506023082548,63.35008182655655
17,Sheep,18,127.77131400494007,57.68397372160795
17,Sheep,19,126.10641343399475,67.5037180692367
18,Dog,0,75.83891995017434,128.88400985779703
18,Sheep,0,131.49444898665638,55.50546376247039
18,Sheep,1,128.7599183719645,55.78822741408532
18,Sheep,2,129.02083778787528,50.554998651173484
18,Sheep,3,126.55047168859593,52.12395585428978
18,Sheep,4,129.78914015920523,54.51460731148875
18,Sheep,5,131.8660955228797,56.62501962349303
18,Sheep,6,113.1427640617549,55.22163698118425
18,Sheep,7,132.45869147169716,49.47817612069008
18,Sheep,8,125.6728441048601,50.596104056222174
18,Sheep,9,124.60575350993447,54.018472571425214
18,Sheep,10,130.42018745045152,50.487330839035145
18,Sheep,11,128.65734654745293,57.33657831678309
18,Sheep,12,130.57355435175973,48.27877758413212
18,Sheep,13,129.3199118195885,44.9111124861401
18,Sheep,14,129.04043180902679,50.49496881938019
18,Sheep,15,124.87963024271247,53.991516332325034
18,Sheep,16,130.35453043404482,54.17174412171727
18,Sheep,17,135.28972764328935,62.462617494157335
18,Sheep,18,128.27515242752713,56.82017683557104
18,Sheep,19,126.39079090142849,66.54500646178731
19,Dog,0,76.68259368057024,127.89496251988044
19,Sheep,0,130.95551486849268,54.66311694442339
19,Sheep,1,128.08173919522864,56.29850811028464
19,Sheep,2,128.71555021034396,49.64923941905949
19,Sheep,3,127.50418747415654,52.42466221152266
19,Sheep,4,129.00325220195873,55.052841806968395
19,Sheep,5,132.36877513934292,57.158304705316624
19,Sheep,6,114.12380141089906,55.027822050405476
19,Sheep,7,132.6434570879201,48.671966347784654
19,Sheep,8,125.23072224624342,49.987186547230664
19,Sheep,9,124.02158479415948,53.67898410379441
19,Sheep,10,130.37034959949563,49.92844935153753
19,Sheep,11,128.2549781046954,57.874199018676926
19,Sheep,12,130.52254522999704,47.5223470066462
19,Sheep,13,129.37667801861656,45.90949910595416
19,Sheep,14,128.89024488101995,49.92991896202705
19,Sheep,15,125.8588796792428,53.78886210820864
19,Sheep,16,129.62010981294702,53.493050947521716
19,Sheep,17,134.83441001938039,61.57228932916053
19,Sheep,18,128.76181838100018,55.94658972388165
19,Sheep,19,126.66784412457359,65.58415268257296
20,Dog,0,77.52344103838081,126.90351119940979
20,Sheep,0,130.4303999473493,53.8120867209154
20,Sheep,1,127.44125302956625,56.71016784075947
20,Sheep,2,128.43155954744608,48.77968382981215
20,Sheep,3,128.46716383412348,52.694244490535034
20,Sheep,4,128.2360519225175,55.51819814463799
20,Sheep,5,132.82471961065363,57.57828841292342
20,Sheep,6,115.10183715359032,54.819388433601155
20,Sheep,7,132.7712526365136,47.92376892677568
20,Sheep,8,124.87891022318061,49.40574190445389
20,Sheep,9,123.55369108264597,53.2914167170057
20,Sheep,10,130.30922043046868,49.40101344187891
20,Sheep,11,127.88788076796241,58.28146693169646
20,Sheep,12,130.45597919199554,46.846064643979865
20,Sheep,13,129.43337851762115,46.90788943815846
20,Sheep,14,128.7580512706138,49.395489789497525
20,Sheep,15,126.83176069160453,53.557559927035264
20,Sheep,16,128.9085364431834,52.79044053847061
20,Sheep,17,134.38534487854812,60.678791225558975
20,Sheep,18,129.22968540379392,55.06279188689935
20,Sheep,19,126.93736473217704,64.62115886179927
21,Dog,0,78.36139020928586,125.9096091987178
21,Sheep,0,129.92104179920725,52.951533192846284
21,Sheep,1,126.85131141573015,57.00762731013549
21,Sheep,2,128.1738178664097,47.957003845198955
21,Sheep,3,129.4396642803886,52.927141289198275
21,Sheep,4,127.5029116080989,55.89397557815422
21,Sheep,5,133.22510863447764,57.870035750659454
21,Sheep,6,116.0763643880784,54.595122666029006
21,Sheep,7,132.83898372095135,47.24204862915482
21,Sheep,8,124.62380684520372,48.856542891602466
21,Sheep,9,123.21088459893687,52.8564652138877
21,Sheep,10,130.2375521324046,48.90890225435232
21,Sheep,11,127.56354280976953,58.54305710610319
21,Sheep,12,130.3746223948282,46.256840426260624
21,Sheep,13,129.490647074904,47.90624732479144
21,Sheep,14,128.64598929458467,48.8956510698742
21,Sheep,15,127.79647141172411,53.29425143959026
21,Sheep,16,128.223591617963,52.0618469561636
21,Sheep,17,133.94340235962395,59.781748777539654
21,Sheep,18,129.67705473330665,54.16844361768699
21,Sheep,19,127.19922922256082,63.656055018243414
22,Dog,0,79.19637618533017,124.91321649510675
22,Sheep,0,129.42980494494856,52.080508263946605
22,Sheep,1,126.32398163964669,57.177230283852374
22,Sheep,2,127.94704567630039,47.190572427348314
22,Sheep,3,130.42098592802998,53.116420314925755
22,Sheep,4,126.8187612781315,56.16487960775797
22,Sheep,5,133.56244898003575,58.02079834856588
22,Sheep,6,117.04678237695069,54.35369489049664
22,Sheep,7,132.8450524550384,46.633533046870994
22,Sheep,8,124.47018437931011,48.343389135815734
22,Sheep,9,122.99974450655718,52.37548038425464
22,Sheep,10,130.15659620349462,48.454904975208144
22,Sheep,11,127.28880737441476,58.64621263710561
22,Sheep,12,130.27984775752483,45.759449462725506
22,Sheep,13,129.54942521075066,48.90451744891044
22,Sheep,14,128.55608798065938,48.43331259601276
22,Sheep,15,128.75070278496375,52.99518524342414
22,Sheep,16,127.57098143950516,51.30640831280182
22,Sheep,17,133.50965963297298,58.88071294454579
22,Sheep,18,130.10217665402035,53.26330856005965
22,Sheep,19,127.4534170135506,62.6889009505428
23,Dog,0,80.02834121729315,123.91429998929117
23,Sheep,0,128.9595728601663,51.19796657298147
23,Sheep,1,125.87034247600678,57.207497635551434
23,Sheep,2,127.75569544713414,46.48823749801734
23,Sheep,3,131.39233519298827,53.25128525845306
23,Sheep,4,126.1978278499204,56.31730780847426
23,Sheep,5,133.83075879349124,58.020224886266185
23,Sheep,6,118.01237986863889,54.09365661109235
23,Sheep,7,132.7894425462852,46.103035872218655
23,Sheep,8,124.42115147461583,47.8689958685372
23,Sheep,9,122.92454302302424,51.850414594367244
23,Sheep,10,130.06813092368563,48.040626223562036
23,Sheep,11,127.06976902184661,58.580976663335974
23,Sheep,12,130.1736616419701,45.35639582388595
23,Sheep,13,129.61106570011705,49.90261489369098
23,Sheep,14,128.490280168497,48.01022820650535
23,Sheep,15,129.69150243731863,52.656224938020294
23,Sheep,16,126.96359368815843,50.531432648261436
23,Sheep,17,133.0854334363919,57.97515762261631
23,Sheep,18,130.50328141484505,52.347277410023565
23,Sheep,19,127.70002846496176,61.71978733509491
24,Dog,0,80.85723195336475,122.91283099443677
24,Sheep,0,128.5138407287019,50.302801284765955
24,Sheep,1,125.50028769299666,57.08934382948574
24,Sheep,2,127.60390714778177,45.85613052068566
24,Sheep,3,132.33546379713988,53.32161671230401
24,Sheep,4,125.65337583614716,56.33960873591919
24,Sheep,5,134.02570947353183,57.86052831877365
24,Sheep,6,118.97231708206465,53.813444284404035
24,Sheep,7,132.67375932199434,45.65332331996669
24,Sheep,8,124.47813557704728,47.43490810250466
24,Sheep,9,122.987204757681,51.28375768764151
24,Sheep,10,129.97446504167112,47.66641981741635
24,Sheep,11,126.91167360089659,58.34037340907909
24,Sheep,12,130.05870439009715,45.04782653516951
24,Sheep,13,129.67746320957121,50.90040714439035
24,Sheep,14,128.45040422229923,47.6269273860524
24,Sheep,15,130.61511405461482,52.272897887858576
24,Sheep,16,126.41374643230192,49.744208000553904
24,Sheep,17,132.67230343883597,57.06448649987056
24,Sheep,18,130.87861346212236,51.42038802666072
24,Sheep,19,127.93929468678138,60.748834160680545
25,Dog,0,81.68299952330165,121.90878521836852
25,Sheep,0,128.09681699107097,49.39390678845163
25,Sheep,1,125.2223525200578,56.81624742238613
25,Sheep,2,127.49546710348436,45.29851027310997
25,Sheep,3,133.23305615644858,53.31813186426315
25,Sheep,4,125.19746596723864,56.22230487169978
25,Sheep,5,134.1447331222587,57.53660378033085
25,Sheep,6,119.92560649726578,53.51138854112536
25,Sheep,7,132.50123440422723,45.28502303368807
25,Sheep,8,124.64089546287029,47.04143868119892
25,Sheep,9,123.18731015718588,50.678460836577585
25,Sheep,10,129.87842808770696,47.33134891091234
25,Sheep,11,126.81883494006951,57.920530743580706
25,Sheep,12,129.93823520761669,44.83149421214033
25,Sheep,13,129.7493158313851,51.871645913781286
25,Sheep,14,128.4382047741167,47.28267248132868
25,Sheep,15,131.51679741740415,51.840503236366075
25,Sheep,16,125.93298613831493,48.95183268547925
25,Sheep,17,132.27213607203393,56.14804536749023
25,Sheep,18,131.22647721541065,50.482843967729025
25,Sheep,19,128.17158750774502,59.776189096051674
26,Dog,0,82.5055870091486,120.90213243407396
26,Sheep,0,127.717140708229,48.47895945885528
26,Sheep,1,125.04356528680634,56.38434556649867
26,Sheep,2,127.43376890000701,44.81761937462336
26,Sheep,3,134.06909442780574,53.232501557879566
26,Sheep,4,124.84073529191267,55.95824870941135
26,Sheep,5,134.18709174155188,57.04606971860952
26,Sheep,6,120.87108649307625,53.18571088038964
26,Sheep,7,132.27669292517982,44.99655167470859
26,Sheep,8,124.9075614297733,46.68760584557362
26,Sheep,9,123.52214057667659,50.037824020275025
26,Sheep,10,129.78334546998153,47.03314766442394
26,Sheep,11,126.7945689569324,57.32071546780076
